comment_id,sentence_id,order
hcrmi7f,4f367790-d962-453b-8bd3-c704678de143,0
h9dkwfk,0784fd17-30c6-4bd3-a644-2f4abf561183,0
h8yamgb,548c12f1-844e-40f9-8069-ff94707eb238,0
h8yamgb,aaec9e13-f5e7-49b9-a40a-5fe138cd2f48,1
h8yamgb,1eea6a6b-a72e-4543-b641-28b029c4f531,2
h93rv5i,3e960c69-7725-4fdd-8548-c6beb3aa8cb1,0
h93rv5i,aa285c08-a80e-4d40-9590-512b69c1355b,1
h93rv5i,87b8a2b1-65cd-45b1-b948-1ddccd6cd155,2
h93rv5i,571e4126-c06c-4f50-a991-3c17caf88b2a,3
h93rv5i,ebb2bacb-c90f-4756-baf6-bcea8aa10563,4
h93rv5i,58f9f802-e553-4431-b54c-10672c76eace,5
h93rv5i,43a0e66c-7771-48e3-9a7f-48487d80d753,6
h93rv5i,b9e9f6ac-d7c9-4688-99e4-56cbd36ba1e2,7
h9dli58,1ce525af-a7ed-462c-95a6-263983bb885d,0
h9dli58,f4a9f904-052a-49ca-8daf-9616212adbc7,1
h9dli58,1d003235-e31f-4971-b1d0-03433b05db29,2
h9dli58,c76c7a78-486c-4032-aeea-2c3f96a2d928,3
h9dli58,d52bd350-cb82-456f-81a5-b37575b5b4d2,4
hawfpnj,ebe36099-0937-4ae3-ad38-994baaa93873,1
hb8tz8q,9608701c-094c-4a99-890a-9fec72eabb3c,0
hb8tz8q,43407779-6c69-4718-9a74-ad1a2a51578a,1
hb8tz8q,d44fd7d5-b30b-4745-8a35-7d5fe1b782da,2
hb8tz8q,fb6a9410-e662-4b0c-ae84-b8f3e11ae9b4,3
hb8tz8q,27e9e0de-8248-4bc7-9cad-29fbc71476f9,4
hb8tz8q,be719160-b872-4045-8566-6012b13621d3,5
hb8tz8q,562dc187-9d0e-4727-b1bf-5cf1bbcb0e99,6
hb8tz8q,601541b3-a7d0-4682-84d8-42e75648252d,7
hbu8054,2b5665cc-3746-43a6-96ea-4dbaa43ef0c0,0
hbu8054,974b92a3-a482-4872-93cb-c6beebfb4fd1,1
hdszkhc,5d280fae-801b-4ef0-b440-f030a7dce771,0
hdszkhc,3c47e618-e4ae-435f-99e9-486cae05a72c,1
hdszkhc,8ae9e53d-ee65-4257-81b7-18ff39bc4381,2
hdszkhc,5e8b74f1-b15e-4dc0-914e-2b7a33384202,3
hho1iop,cf169522-4916-4faf-83e0-d0247c3ed9f6,0
hho2r9k,4404df15-c40f-46c1-b411-2e030ac43be9,0
hho2r9k,4599dd49-888b-466a-8ca2-387dd71ca4bf,1
i90j1qw,793ea1f1-3273-47dc-8599-73a82d0f0fae,0
hitfgfg,1ed71cb3-f1c9-41c4-b248-41747d6d23c7,0
hitfgfg,4c7da670-1dfe-4c69-ae59-aa287a15a3eb,1
hitfgfg,10929a90-2e1d-4677-8b68-98b70e249286,2
hitfgfg,4407aa84-9358-4c02-82cd-4faff90f997e,3
hitfgfg,f6e1b341-4bbb-428a-932c-e95a6eb7b49d,4
hitfgfg,280f3cd4-16b7-42d9-ac56-1470b8fbb396,5
hitfgfg,d720ae1f-e576-41f1-8b78-b0f00f9a34f9,6
hitfgfg,bd94477b-87d2-4fd7-94cc-11f1f78d30f3,7
hjrju0u,a3bf78df-4712-4a15-942b-d3a11fe65b3b,0
hjrku6d,c251777c-9fb8-473a-b863-3ddc28adddb0,0
hjrku6d,dc0d2895-087b-4a9b-a503-55e941449c5b,1
hjrku6d,8e03c926-9ed5-4926-ab20-3226e0559190,2
hjrku6d,f6e133e9-89f3-4a85-81d0-e7f9b40ca22e,3
hjrku6d,b7245777-6d02-4615-aa75-6efe1a531a05,4
hjrku6d,934e74a2-0b66-4a59-9a1f-1d4395b22227,5
hjrku6d,b1ff9794-010a-4d9f-9f77-8da7a3b94cb0,6
hjrku6d,66a46a29-adac-41cd-a609-fbac9759cffe,7
hjrku6d,d849e49d-a890-4698-ba26-2d846aac4e13,8
hjrku6d,f24bf7dc-1724-4b54-b9be-9c4ba9b0cbc4,9
hjrku6d,46e6bbeb-6bd4-40a8-acfc-652badc79d73,10
hjrku6d,cd314b3a-c079-45f8-84e0-5a9962e7a65b,11
hjyx02a,831af5f0-0b8c-4008-af43-ede9bfac39be,0
hnxjotr,edb990e9-722e-47c9-befd-eb68f175c72e,1
hnxjotr,05f4384e-1a90-4fd8-9622-2970f63dc970,2
hnxjotr,44329946-009b-4e06-adb6-06978b7380c9,3
hnxjotr,6dd3ded3-25fe-4d3c-8b9a-b0c57d47a41f,4
hnxjotr,5324c59b-bffc-42b7-b1ba-23bdc35249aa,5
hnxjotr,182463ef-3c25-441f-8fc2-f5d7d63d0812,6
hnxjotr,4c60393c-ea09-4334-9fca-4213f8c03b48,7
hnxjotr,5d6334ad-60cf-4a48-9d98-0a83a855351b,8
hnxjotr,3ddf5303-d643-444a-bdcc-f2eb5b614167,9
hnxjotr,1b905212-54a2-46c7-9fc5-37b30c01c4a0,10
hnxjotr,fb395a38-3817-474f-8457-c482c2407a2b,11
hnxjotr,b56184c1-ae4f-4d5b-9073-653d93dd42f2,12
hnxjotr,d52d0a95-a98e-41fa-94a4-846338f3f363,13
hnxjotr,465bf065-1327-456e-9be4-1f024bbf0868,14
hnxjotr,48bceb47-48af-47ca-8690-f06b198775d5,15
hnxjotr,19964fd7-ddef-499b-b537-f0374d7b5678,16
hnxjotr,9aa90619-ec30-418c-9cb5-8d64b3f6cd16,17
hnxjotr,90c50c62-94c9-432b-b144-1e66ee3b864e,18
hnxjotr,ba633204-f681-4d54-ab8c-ff6326acedfb,19
hnxzrps,966436a6-e331-4452-bbe1-2a148dd8d4c7,0
hnxzrps,6a9e5887-2b0a-49a6-af01-613b39abdb77,1
hnxzrps,f1ea4d63-b40f-4870-bff2-f56941b50789,2
hnxzrps,07ea097a-047a-4c2c-b8a4-6ec9a40ed30a,3
hnxzrps,c3513e2f-03e7-4c75-aebb-6e25bff92ea8,4
ho7ekxa,80dc5dd6-8b87-4d6a-aecc-ce3d74b844d0,0
ho7ekxa,2bd0c717-d468-4a3c-b8c5-ee6d166d44c0,1
ho7ekxa,aef2a55c-2d77-44a7-bee9-af9114c2fa73,2
ho7ekxa,d222438a-2dfb-4705-bb8c-f2343481ddcc,3
ho7ekxa,4f13b31b-436c-4377-a10a-654eb1956b2b,4
ho7ekxa,80353673-5f5d-415e-aca7-6a63aa712fd1,5
ho7ekxa,5426d2f5-d145-4939-8e55-fc866c2bd3cb,6
hq48qgr,196b68d0-d499-4f4c-a5cd-5c701c87bbb7,0
hqmiqnx,62b1d913-7132-4f20-9a7d-5446a5c2f6c4,0
hqmiqnx,7cc18a9e-3c0d-40e1-b71c-76ab8ade8383,1
hu2hpuo,ecfff266-78f7-40db-9847-4cffc9c94abc,0
hu2hpuo,a16fd71a-810a-47d9-b2f7-41d9e3597d33,1
hu2hpuo,675d0227-cdbf-4fb1-8190-008eb04c3b60,2
i1d2kva,a58dd447-89dc-41eb-bcd6-99508ea701c5,0
i1d2kva,11ed07e8-4f25-4876-b093-deb596261712,1
i1d2kva,892e6e90-37b6-4540-909a-25313bd73cc5,2
i1d2kva,80e6bd22-b0b1-4c2c-bb2d-2bbd446a75ae,3
i1d2kva,73d68e14-42ef-4cca-a4ce-9f225d0c96b4,4
i9uqntn,352cf1f2-7427-486f-98a4-c4b7ff554eb5,0
i9uqntn,2c190f7a-1d7f-489b-9d98-5ca9626b4b6f,1
i2p5s3g,0b4e12bf-ebf9-4012-8969-58e80a8ae9f8,0
i2p5s3g,59a44f1b-c051-491b-b4c9-f5c0b4d60f35,1
i2p5s3g,cc768045-b8f5-4c47-940f-692b73655609,2
i3aa3h9,4fd6ceeb-ec3a-4c96-9261-c4097553254a,1
i3aa3h9,ae5d4495-1a6e-43a6-a627-ec816c935c6e,2
i3aa3h9,5da08f6b-6402-4b5e-9ea4-34f3ec18a093,3
i3aa3h9,5f27f84c-7508-437b-bd85-eff7c2f7c2b2,4
i3aa3h9,43451d0d-4031-48e6-9545-354b1f4178f1,5
i3aa3h9,5fae0627-a8c0-4696-a0be-6fd33b12b18b,6
i438cfi,80cc56f0-5bce-4c7f-a063-7266035f07e2,1
i495ft5,460dcc33-3dc4-40c7-8785-8346b4b56f10,0
i495ft5,60bf8dc6-d0ae-4677-8db4-088eb3b682f7,1
i495ft5,ac12c819-b50d-4430-8d2e-f5c75f303402,2
i495ft5,ebf29130-69b6-4280-b371-307a550c788a,3
i495ft5,994d417c-a991-4366-a08a-cff1ac8c57ab,4
i495ft5,9b547ee0-e86b-490b-b298-92dfc614f136,5
i547afn,f9e7a4d4-a1c3-4a92-8754-32ae57109bcc,0
i547afn,5dc5c7ea-7a6b-43bc-867a-0f89407139c3,1
i547afn,36fc011e-8610-4e73-8c9a-3a39cca40e8d,2
i7asqd1,d6b284e2-3b02-4d9a-b9a1-a5fb13f780ae,0
i7c0cvt,b214e989-a9f2-40e3-9670-e2715f46a39a,0
i7c0cvt,780aab25-4758-4de4-a71e-84ca84f17498,1
i556zyl,e17b0547-bb0d-4c42-a309-8e6d84bcbdbc,0
i556zyl,742df7f7-c5f9-4fa8-b24c-ab9ce250c3ac,1
i556zyl,e3340a30-cb32-4761-b674-967b12f0908a,2
i556zyl,4f7f4820-d3b0-41f7-8c2e-6de758952364,3
i556zyl,d5db3fe4-243d-4cec-9a95-64e27b24aa5c,4
i556zyl,fbd680c3-f33c-4bfe-8649-dc85e7168471,5
i556zyl,3f22634a-1113-45c0-98dc-b158c1988087,6
i556zyl,2cb59da3-9542-4abb-8b1b-abe5d8239d18,7
i76x3ry,bd524b3b-159d-4a5a-a1a0-ade3bb4b4cdd,0
i8lywu0,37e36cfc-e7b4-40a0-ba18-b4935ebe63cf,0
i8lywu0,c6c3185a-62b5-4460-bbd1-ee4062162e12,1
i8sn3i1,26a1b43f-48e3-4ec1-9db4-2bfab5a70f63,0
i8sn3i1,8c157607-1dca-4f47-aa22-04d2048d8b1e,1
i90agcp,3efefc6b-bc67-42c6-a5a5-fd78e3f99502,0
i90agcp,f8bf1560-72e1-4368-af03-8b0117507274,1
i90agcp,109e3b2c-fbb8-488d-9d44-8170b5dc74e1,2
i90agcp,be2495bd-1e39-49ce-8883-40ee777aa524,3
i90agcp,e7af15b7-2034-43b9-bb26-1be2a537185d,4
i9o1yq2,291c9fc7-2e93-4525-84a1-fd3b0de9f748,0
i9o1yq2,e8629e6c-6b1e-48f2-8c2f-18587f414c59,1
i9o1yq2,bf6cea9f-4910-47e6-8487-1341210d9159,2
ia088o2,a6d941f7-e49f-4001-8c69-1a12e918d9c2,0
ia088o2,262b93a7-ccc8-4ecc-8aeb-41ebc4791d0c,1
ia088o2,ae906649-c881-4ced-b772-779236088ffc,2
ia088o2,81a39b20-f2fb-4337-b676-1aa90ed36adc,3
ia088o2,ff913e41-068e-4642-8f09-e6cf21fec96d,4
iaqxsw6,254edd42-f68d-42af-856f-1b73ddefb1b4,0
iaqxsw6,c078be45-f387-426e-a4fc-eaaed5916d53,1
iaqxsw6,60f7d18a-aa1d-4842-90c3-db8507b94654,2
iaqxsw6,5f2e3780-31e7-4124-8566-e87264ac2a9a,3
iaqxsw6,65f6fde0-81a5-415f-9292-1f827a0fc7a0,4
iaqxsw6,7dcbe4f9-f8c0-426d-bcd2-023270920254,5
iaqxsw6,86c5c862-8e53-430f-9088-fb9693a60a04,6
iaydl06,7d834052-6bb9-4509-b31b-d695992f60cb,0
iaydl06,bd338b51-6dae-49be-bcf0-9fa639440577,1
ib3iq6d,489542da-961b-4527-8f3e-0b1ef9b5e341,0
ib3iq6d,dda480cc-c0a3-44f8-be47-1bdf87104c98,1
ib3iq6d,bfcf2c00-9c7e-417f-82ac-d720cd392dad,2
ib3iq6d,8d59d838-70c3-454c-bc58-79d969308a36,3
ib3iq6d,1d52c9f7-074c-45f0-8542-ce408e00b256,4
ibottmt,d7a76f50-f5d4-4baf-b2e9-c7d497b83543,1
ibottmt,276010ba-55fe-472b-a68b-8807f93e47f7,2
ibottmt,9a4f9ab3-abdd-46c6-8d5a-219d20bf4841,3
ibottmt,febca6ca-7e6f-4cb6-81e3-58f9c59d7929,4
ibovccx,a522f10d-c70a-4dc6-9079-ecce54c266f1,0
ibovccx,8d6efc04-310d-4718-b1d6-cc906e55860d,1
ibovccx,e48a62d9-f587-4530-9e70-59652a596dfb,2
ibovccx,8cf12111-e677-4d76-8463-3c380fe95a90,3
ibow1xw,d34dc819-85bd-4c1f-b633-b665f7dbced5,0
ibow1xw,3d2f2d04-7208-46fb-b891-dbc8d986a028,1
ibow1xw,534fdaf5-70cb-4889-afc3-f5497f727544,2
ibow1xw,951f163b-1bb0-4b66-815e-a63e47c3fec4,3
ibow1xw,178343ec-c61a-4daf-9a04-5ec79f613bf9,4
ibow1xw,39208cf1-9170-424f-8c96-eff1b86832ae,5
ibow1xw,d6ce8415-51a3-4b23-9658-a3a1b47e8613,6
ib72ele,d85567b9-1e85-40a2-a6b5-ae3661a36408,0
ib72ele,2b0cbd0e-3d1d-4159-bb9c-a05e6e0b53b3,1
ib72ele,65a3dfdf-9ead-4a2d-8c7e-81dbc64c39e4,2
ibabdjk,ea446e09-fe06-40e1-9120-9f3302234129,0
ibabdjk,b5757eb1-1bb8-4905-9b73-198ab88dbffa,1
ibabdjk,5cf2ca4e-94e5-4cd9-be49-6ce5a6f313dc,2
ibabdjk,6e165e1b-b8b5-4119-83f4-1ace5ec09bd5,3
ibjyrdx,b34e8228-6450-4b8c-9f89-744bfba9d2d8,0
ibjyrdx,3ff53203-bf82-4ddd-9f19-0055773b07ef,1
ibnneud,e09db444-3441-49cd-bca6-a591db99eff5,0
